,blueTops,btlevel,btmp,btwr,btcwr,btkda,btct,btt,blueJngs,bjlevel,bjmp,bjwr,bjcwr,bjkda,bjct,bjt,blueMids,bmlevel,bmmp,bmwr,bmcwr,bmkda,bmct,bmt,blueBots,bblevel,bbmp,bbwr,bbcwr,bbkda,bbct,bbt,blueSups,bslevel,bsmp,bswr,bscwr,bskda,bsct,bst,redTops,redJngs,redMids,redBots,redSups,winner
76,Fiora,53,96295,-1.0,0.0,0.0,0.0,-1.0,Shaco,665,907868,0.37,0.56,3.28,18.0,54.0,Lux,222,25570,0.52,0.78,4.39,9.0,257.0,Ezreal,388,562141,0.51,0.55,3.41,215.0,645.0,Janna,632,68752,0.51,0.62,3.18,13.0,498.0,Heimerdinger,Shyvana,Cassiopeia,Jhin,Xerath,1
77,Garen,363,229182,0.52,0.62,2.38,275.0,885.0,MasterYi,313,11184,0.53,1.0,1.57,1.0,267.0,Zeri,232,133420,0.52,0.62,3.02,170.0,639.0,Tristana,510,208015,0.53,0.64,3.6,90.0,393.0,Nautilus,508,124720,0.5,0.58,2.32,72.0,547.0,Malphite,MonkeyKing,Azir,Aphelios,Renata,1
78,Sion,506,56328,0.49,0.4,1.26,82.0,357.0,Graves,649,30130,0.51,0.5,2.7,14.0,76.0,Velkoz,189,273046,0.5,0.25,2.16,8.0,38.0,Kaisa,60,7777,0.51,0.47,2.81,15.0,183.0,Sona,248,180707,0.51,0.6,3.11,70.0,274.0,Aatrox,Udyr,Yasuo,Zeri,Senna,0
79,Sion,193,126872,0.52,0.58,1.4,33.0,180.0,Nidalee,515,18113,0.62,0.64,3.95,28.0,145.0,Malzahar,347,1642338,0.49,0.51,1.68,396.0,461.0,Samira,322,38205,0.56,0.0,1.28,2.0,63.0,Thresh,358,317769,0.49,0.46,2.66,41.0,167.0,Darius,MasterYi,Viktor,Zeri,Taric,0
80,Lillia,234,12737,0.51,0.81,2.77,16.0,665.0,Udyr,310,82986,0.5,0.66,3.4,29.0,147.0,Yasuo,284,1112400,-1.0,0.0,0.0,0.0,-1.0,Lucian,50,28812,0.5,0.53,2.86,45.0,329.0,Nami,216,7464,0.51,1.0,2.0,2.0,679.0,Olaf,LeeSin,Akali,Ezreal,Senna,1
81,Vayne,264,61417,0.61,0.64,1.27,14.0,36.0,Belveth,384,3719,0.53,0.6,1.6,5.0,55.0,Corki,73,19741,-1.0,0.0,0.0,0.0,-1.0,Kaisa,218,213389,0.52,0.47,2.09,30.0,83.0,Swain,301,173777,0.5,0.59,3.19,59.0,183.0,Illaoi,Lillia,Yasuo,Caitlyn,Pyke,0
82,Pantheon,324,235616,-1.0,0.0,0.0,0.0,-1.0,MasterYi,49,57151,0.54,0.58,1.92,97.0,167.0,Kassadin,31,4306,-1.0,0.0,0.0,0.0,-1.0,Draven,92,47347,0.51,0.6,3.14,48.0,240.0,Rell,331,111400,0.53,0.56,2.78,27.0,410.0,Riven,Belveth,Fizz,Ezreal,Ashe,0
83,Gangplank,343,114231,0.51,0.67,2.25,36.0,145.0,RekSai,233,909862,0.51,0.52,2.29,654.0,676.0,Zoe,200,91597,0.52,0.64,2.13,39.0,77.0,Aphelios,415,63725,-1.0,0.0,0.0,0.0,-1.0,Bard,195,16715,0.5,0.56,3.68,18.0,252.0,Singed,Kayn,Yone,Kaisa,Morgana,1
84,MonkeyKing,437,376496,0.52,0.5,2.29,60.0,143.0,Skarner,612,20195,0.52,0.71,4.26,7.0,318.0,Gragas,56,2117,0.54,0.67,2.67,3.0,233.0,Jhin,207,23990,0.66,0.57,7.58,7.0,129.0,Ahri,365,113477,0.39,0.57,2.92,35.0,95.0,RekSai,Kayle,Katarina,MissFortune,Janna,1
85,Ornn,556,31550,0.46,1.0,5.67,1.0,119.0,Viego,40,4598,0.5,0.44,2.45,9.0,107.0,Vladimir,42,61880,0.46,0.52,3.48,66.0,193.0,Twitch,39,37120,0.54,0.56,2.67,55.0,97.0,Lulu,207,6933,0.66,0.75,4.0,4.0,129.0,Irelia,Shaco,Veigar,Tristana,Bard,1
86,Shen,528,79716,0.51,0.55,2.94,33.0,652.0,Evelynn,298,921162,0.51,0.58,3.38,322.0,812.0,Zed,530,943627,0.44,0.6,3.35,25.0,155.0,Lucian,450,84099,0.54,0.48,2.58,40.0,295.0,Nami,70,17074,0.51,0.67,6.13,24.0,106.0,Aatrox,Graves,Akali,Ezreal,Neeko,1
87,Kled,372,1373348,0.49,0.56,2.15,373.0,343.0,Nunu,774,171785,0.51,0.78,4.33,23.0,1540.0,Yasuo,530,1944907,0.44,0.42,1.86,64.0,155.0,Lucian,450,84099,0.54,0.48,2.58,40.0,295.0,Nami,70,17074,0.51,0.67,6.13,24.0,106.0,Irelia,FiddleSticks,Orianna,Caitlyn,Ashe,1
88,MasterYi,659,2297280,0.51,0.54,1.89,503.0,1475.0,Kayn,153,34135,0.52,0.68,2.48,19.0,284.0,Neeko,267,77459,0.51,0.25,1.42,4.0,733.0,Zeri,413,26448,0.49,0.38,2.5,50.0,517.0,Yuumi,336,6416,0.51,0.56,6.04,9.0,546.0,Nasus,Ekko,Akali,Sivir,Janna,0
89,Gwen,856,35381,0.49,0.64,1.93,33.0,693.0,Udyr,239,301806,0.51,0.59,4.68,246.0,476.0,Yone,745,106753,0.49,0.59,1.71,59.0,703.0,Zeri,199,35434,0.5,0.59,2.97,54.0,533.0,Xerath,327,382046,0.51,0.52,2.92,306.0,823.0,Sion,Shaco,AurelionSol,Nilah,Lulu,1
90,Kayle,249,18161,0.5,0.52,1.58,31.0,1326.0,Trundle,489,1285,0.51,0.5,1.46,2.0,659.0,Zac,45,103291,0.51,0.51,2.78,158.0,180.0,Jhin,145,470993,0.54,0.67,2.66,21.0,52.0,Janna,97,104075,0.52,0.62,3.24,119.0,324.0,Olaf,Pantheon,Akshan,Vayne,Yuumi,1
91,Garen,378,3164,0.5,0.25,2.04,4.0,1071.0,Volibear,712,34868,0.48,0.67,1.72,3.0,346.0,Ahri,510,418601,0.52,0.55,2.87,315.0,800.0,MissFortune,479,72776,0.49,0.67,2.78,9.0,489.0,Sona,55,6199,0.52,0.75,3.43,4.0,224.0,Shen,Graves,Annie,Draven,Senna,1
92,Darius,437,2513733,0.51,0.51,1.94,657.0,815.0,Hecarim,78,12305,0.59,0.57,3.01,14.0,295.0,Vladimir,48,74513,0.52,0.56,3.38,109.0,200.0,Jhin,400,81356,0.51,0.75,3.93,8.0,398.0,Seraphine,96,46906,0.42,0.4,3.21,5.0,107.0,Olaf,Viego,Viktor,KogMaw,Taric,1
93,Fiora,428,78896,0.52,0.5,1.39,34.0,720.0,Trundle,354,32880,0.51,0.41,3.36,27.0,315.0,Viktor,112,34018,0.53,0.45,3.29,31.0,240.0,Tristana,215,465812,0.51,0.53,2.89,160.0,487.0,Bard,686,516074,0.52,0.53,4.03,821.0,1853.0,Sion,Diana,Zilean,Samira,Alistar,0
94,Olaf,524,67378,0.51,0.56,1.59,91.0,652.0,Khazix,717,2309550,-1.0,0.0,0.0,0.0,-1.0,Ekko,513,817271,0.51,0.54,3.12,644.0,1024.0,Ashe,362,111755,0.51,0.53,2.32,60.0,495.0,Amumu,338,18267,0.54,0.5,2.09,20.0,311.0,Gnar,Mordekaiser,Sylas,Yone,Senna,1
95,Olaf,524,67378,0.51,0.56,1.59,91.0,652.0,LeeSin,354,817823,0.54,0.56,2.53,149.0,185.0,Taliyah,88,4810,0.5,0.4,2.44,5.0,149.0,KogMaw,338,39163,0.52,0.55,2.29,38.0,578.0,Lulu,665,45682,0.51,0.41,3.66,17.0,714.0,Pantheon,Kayn,Teemo,Twitch,Sona,0
96,Renekton,253,33903,0.51,0.48,1.76,48.0,641.0,JarvanIV,277,11590,0.5,0.4,2.48,5.0,362.0,Taliyah,178,396,0.6,0.0,2.0,2.0,238.0,Sivir,735,155690,0.51,0.62,2.55,34.0,897.0,Rell,403,2387,0.52,0.5,2.86,4.0,326.0,Olaf,Vi,Ahri,Draven,Yuumi,0
97,Zoe,41,99384,0.57,0.58,2.99,166.0,168.0,Trundle,64,573,0.51,0.0,1.83,3.0,130.0,Zed,689,108235,0.5,0.47,2.38,30.0,1385.0,Draven,633,658226,0.5,0.56,2.48,68.0,499.0,Renata,376,6427,-1.0,0.0,0.0,0.0,-1.0,Teemo,Evelynn,MasterYi,Nilah,Shen,0
98,Olaf,523,67378,0.51,0.56,1.59,91.0,652.0,Nidalee,624,76296,0.44,0.4,2.34,15.0,62.0,TwistedFate,39,8111,0.58,0.53,2.21,15.0,109.0,Draven,574,108687,0.5,0.42,1.87,69.0,524.0,Lux,312,1242595,0.53,0.55,2.79,188.0,192.0,Zoe,MasterYi,Yone,Jhin,Swain,0
99,Darius,267,120816,0.51,0.38,1.39,8.0,695.0,Viego,323,7028,0.44,0.75,2.68,4.0,135.0,Viktor,463,447804,0.53,0.55,4.3,383.0,592.0,Lucian,185,30543,0.5,0.48,2.17,29.0,533.0,Pantheon,387,45760,0.5,0.52,2.23,31.0,455.0,Olaf,Kindred,Ekko,Ezreal,Yuumi,1
100,Warwick,60,111868,0.54,0.61,3.32,170.0,248.0,Graves,320,72628,0.52,0.53,2.82,68.0,286.0,Fizz,344,138479,0.57,0.2,2.28,5.0,425.0,Jhin,50,14432,0.49,0.33,3.97,6.0,94.0,Nautilus,240,3496,0.52,0.5,3.22,2.0,242.0,Olaf,Zac,Anivia,Xayah,Lux,0
101,DrMundo,521,13609,0.51,0.5,2.2,4.0,652.0,Vi,190,11438,-1.0,0.0,0.0,0.0,-1.0,Cassiopeia,285,30399,0.41,0.67,3.27,3.0,162.0,Vayne,105,319510,0.61,0.64,3.15,64.0,94.0,Lulu,312,309484,0.45,0.35,2.89,20.0,58.0,Irelia,RekSai,Katarina,Tristana,Renata,0
102,Kayle,282,52239,-1.0,0.0,0.0,0.0,-1.0,Warwick,642,52739,0.46,0.0,0.71,1.0,360.0,Xerath,199,60672,0.44,0.54,3.32,24.0,99.0,Twitch,456,74760,0.5,0.56,2.49,32.0,381.0,Blitzcrank,262,409107,0.53,0.64,2.89,230.0,548.0,Olaf,Lillia,Ahri,Samira,Ashe,0
103,TahmKench,630,160513,0.51,0.53,2.75,198.0,686.0,Udyr,542,550620,-1.0,0.0,0.0,0.0,-1.0,Zeri,157,19135,0.49,0.39,2.94,41.0,817.0,Lucian,169,130553,0.5,0.25,2.08,4.0,131.0,Yuumi,475,304173,0.57,0.64,6.38,126.0,227.0,MonkeyKing,Rengar,Orianna,Caitlyn,Maokai,1
104,Jax,73,213219,0.52,0.58,2.08,229.0,343.0,Kindred,511,909759,0.49,0.61,2.7,162.0,621.0,Ahri,92,15975,0.62,0.73,4.0,11.0,159.0,Caitlyn,453,234650,0.55,0.62,3.31,165.0,195.0,Zyra,693,1453342,0.5,0.61,2.42,550.0,1506.0,Olaf,Volibear,Corki,Ashe,Lulu,1
105,Olaf,520,67378,0.51,0.56,1.59,91.0,652.0,Vi,523,926459,0.51,0.59,2.55,278.0,884.0,Seraphine,593,6591,0.49,0.6,1.91,5.0,199.0,Kaisa,549,514111,0.51,0.5,2.76,114.0,778.0,Renata,382,10180,-1.0,0.0,0.0,0.0,-1.0,Warwick,Udyr,Ahri,Ezreal,Bard,1
106,Nasus,66,22217,0.55,0.43,1.39,7.0,244.0,Diana,296,87563,0.47,0.56,2.66,18.0,66.0,Viktor,311,29166,0.58,0.63,2.33,8.0,92.0,Zeri,144,21936,0.5,0.8,2.92,25.0,143.0,Lulu,450,410157,0.47,0.43,3.74,79.0,426.0,MonkeyKing,Shyvana,Yone,Draven,Pyke,0
107,Darius,269,254578,0.55,0.55,2.4,232.0,559.0,Udyr,1145,488532,0.5,0.55,3.02,469.0,1883.0,Neeko,348,22057,0.52,0.0,1.73,2.0,141.0,Seraphine,374,172094,0.51,0.58,3.56,165.0,814.0,Lux,36,4773,0.5,0.0,0.71,3.0,80.0,Olaf,Nidalee,Anivia,Jhin,Ashe,0
108,Aatrox,485,495419,-1.0,0.0,0.0,0.0,-1.0,Khazix,456,345308,0.53,0.57,3.35,183.0,264.0,Gnar,496,4333759,0.5,0.5,2.23,662.0,669.0,Jhin,318,193190,0.54,0.5,3.91,44.0,119.0,Zyra,269,94150,0.55,0.67,2.13,9.0,75.0,Olaf,Kayn,Vex,Draven,Nami,0
109,MonkeyKing,463,365205,0.51,0.64,2.61,72.0,488.0,Rengar,38,23477,0.59,0.7,4.45,33.0,99.0,Qiyana,180,11860,0.5,0.45,1.87,20.0,545.0,Veigar,519,380133,0.51,0.43,1.62,7.0,652.0,Yuumi,167,308522,0.54,0.57,4.8,254.0,390.0,Swain,Zac,Yone,Ezreal,Senna,1
110,Mordekaiser,112,50408,0.51,0.57,1.91,74.0,1070.0,Kayn,284,759204,0.52,0.55,3.03,302.0,377.0,Yone,320,477827,0.51,0.59,1.92,746.0,1437.0,Ezreal,519,6132,0.51,0.67,1.48,3.0,652.0,Sona,253,2752189,0.5,0.51,2.32,531.0,545.0,Darius,Zac,Katarina,Lucian,Blitzcrank,0
111,Nasus,519,38674,0.51,0.6,2.25,30.0,652.0,Kayn,315,485961,0.5,0.47,2.25,144.0,850.0,Ezreal,402,114043,0.51,0.52,2.55,31.0,777.0,Caitlyn,238,781068,0.49,0.52,2.33,130.0,328.0,Brand,566,90310,-1.0,0.0,0.0,0.0,-1.0,Tryndamere,Rengar,Veigar,Seraphine,Sona,0
112,Aatrox,361,43104,0.58,0.67,2.8,46.0,258.0,Volibear,600,308121,0.5,0.55,3.71,85.0,836.0,Cassiopeia,211,26051,0.5,0.5,1.38,2.0,251.0,Kaisa,390,111245,0.46,0.48,3.43,23.0,256.0,Soraka,924,134396,0.5,0.59,3.05,97.0,1447.0,Chogath,Kayn,Xerath,Jhin,Brand,1
113,Graves,593,140319,-1.0,0.0,0.0,0.0,-1.0,Volibear,342,8001,0.5,0.57,3.53,7.0,563.0,Anivia,433,901128,0.53,0.57,3.91,600.0,570.0,MissFortune,725,38305,0.51,0.55,2.4,33.0,897.0,Janna,284,192623,0.52,0.6,4.99,102.0,656.0,Shen,Kayn,Rumble,Jinx,Lux,1
114,Olaf,519,67378,0.51,0.56,1.59,91.0,652.0,Shaco,60,75928,0.55,0.6,3.25,53.0,69.0,Veigar,270,38733,0.54,0.5,3.0,2.0,129.0,Xayah,72,164238,0.53,0.53,2.69,259.0,342.0,Nami,688,4095024,0.5,0.51,3.79,799.0,988.0,MonkeyKing,Diana,Yone,Seraphine,Swain,0
115,Shen,519,79716,0.51,0.55,2.94,33.0,652.0,Viego,167,266611,0.49,0.51,2.58,230.0,686.0,Katarina,121,110196,0.59,0.5,1.94,30.0,200.0,Caitlyn,467,200116,-1.0,0.0,0.0,0.0,-1.0,Xerath,331,37707,0.51,0.53,2.88,32.0,144.0,Vayne,Zac,Fizz,Jhin,Blitzcrank,1
116,Sett,633,824562,0.53,0.57,1.4,276.0,472.0,Sejuani,513,80763,0.49,0.63,6.67,38.0,333.0,Katarina,264,74656,0.52,0.0,5.29,1.0,75.0,Twitch,416,67323,0.49,0.54,2.65,41.0,517.0,Lulu,257,154348,0.51,0.54,3.98,48.0,199.0,Sylas,Karthus,Yasuo,Kaisa,Zyra,1
117,Gangplank,236,3077,0.48,0.33,1.5,3.0,205.0,Nidalee,220,4601,0.51,0.0,1.38,2.0,378.0,Swain,217,226728,0.53,0.59,3.87,194.0,235.0,Samira,44,625,0.53,0.0,0.79,4.0,177.0,Thresh,65,234661,0.52,0.52,3.04,383.0,439.0,Aatrox,LeeSin,Anivia,Twitch,Lux,0
118,Gangplank,236,3077,0.48,0.33,1.5,3.0,205.0,Nidalee,220,4601,0.51,0.0,1.38,2.0,378.0,Neeko,248,257859,0.52,0.56,2.79,241.0,689.0,Ezreal,659,185836,0.51,0.5,1.82,64.0,1419.0,Sejuani,212,38219,0.51,0.57,2.57,23.0,388.0,Kayle,LeeSin,Gragas,Vayne,Pyke,0
119,Lillia,236,904,0.48,0.0,0.0,0.0,205.0,Talon,220,7185,0.51,0.5,3.57,2.0,378.0,Yone,384,9091,0.52,1.0,3.4,1.0,354.0,MissFortune,52,6266,0.51,0.38,2.19,8.0,79.0,Janna,130,31073,0.49,0.46,4.37,46.0,206.0,Illaoi,FiddleSticks,Sion,Sivir,Nami,1
120,Yasuo,236,67427,0.48,1.0,6.0,2.0,205.0,Khazix,220,11750,0.51,0.33,2.0,3.0,378.0,Viego,531,476676,0.5,0.56,2.75,490.0,1217.0,Jinx,89,9602,0.52,0.59,2.22,17.0,697.0,Thresh,586,1055578,0.51,0.51,2.57,132.0,281.0,Quinn,Belveth,Fizz,Sivir,Velkoz,1
121,Teemo,236,36529,0.48,0.0,0.0,0.0,205.0,Graves,219,44832,0.51,0.68,3.84,19.0,378.0,Vladimir,535,414886,0.51,0.54,3.28,74.0,558.0,Kaisa,327,51895,0.52,0.45,3.46,20.0,247.0,Janna,443,75554,0.51,0.56,2.87,16.0,423.0,Urgot,Sejuani,Kayle,Aphelios,Yuumi,1
122,Aatrox,236,9493,0.48,0.0,2.17,4.0,205.0,Hecarim,219,5746,0.51,0.67,5.46,6.0,378.0,Tryndamere,323,44148,0.52,0.33,2.53,3.0,339.0,Sivir,442,142287,0.51,0.6,5.26,5.0,290.0,Shaco,705,3037464,0.51,0.53,2.55,921.0,1135.0,Darius,Shyvana,Yasuo,Jinx,Lulu,0
123,Camille,405,151414,0.52,0.58,1.9,33.0,583.0,Amumu,396,114189,0.58,0.56,3.08,9.0,205.0,Swain,53,166,0.5,0.0,0.0,0.0,268.0,Kaisa,510,298622,0.52,0.56,4.79,32.0,152.0,Zilean,625,5027,0.5,0.33,2.07,3.0,752.0,Teemo,Poppy,Ahri,Vayne,Senna,0
124,Aatrox,236,9493,0.48,0.0,2.17,4.0,205.0,Nunu,219,10966,0.51,0.0,0.9,2.0,378.0,Sylas,418,338563,0.52,0.62,3.4,130.0,786.0,Sivir,280,143504,0.57,0.33,2.69,3.0,245.0,Lulu,148,149113,0.48,0.58,4.02,38.0,85.0,Darius,Zed,Leblanc,Ezreal,Blitzcrank,0
125,Camille,235,18899,0.48,0.56,2.31,25.0,205.0,Taliyah,219,2415,0.51,0.5,4.36,2.0,378.0,Cassiopeia,90,292931,0.52,0.55,1.84,475.0,856.0,Aphelios,354,34045,0.51,1.0,3.82,3.0,450.0,Karma,59,99446,0.5,0.59,3.05,148.0,354.0,Teemo,Vi,Akali,Kaisa,Thresh,1
126,Darius,263,13881,0.54,0.63,2.22,8.0,228.0,Kindred,219,5564,0.51,1.0,4.67,1.0,378.0,Sylas,235,41397,0.48,0.58,3.25,24.0,205.0,Sivir,203,32185,0.48,0.82,4.15,11.0,114.0,Blitzcrank,203,160094,0.59,0.52,2.88,27.0,191.0,Gnar,MonkeyKing,Vladimir,Kalista,Lulu,1
127,Corki,363,442281,0.54,0.66,3.02,41.0,93.0,Zac,316,35178,0.52,0.54,3.19,57.0,1074.0,Zed,398,121649,0.53,0.6,2.51,85.0,240.0,Zeri,83,304,0.53,0.0,1.0,2.0,116.0,Xerath,316,257338,0.53,0.54,2.67,269.0,350.0,Camille,Pantheon,Talon,Sivir,Blitzcrank,0
128,Aatrox,435,341974,0.5,0.5,1.87,193.0,457.0,Qiyana,219,27376,0.51,0.56,2.9,16.0,378.0,Sylas,235,41397,0.48,0.58,3.25,24.0,205.0,Sivir,281,51173,0.51,0.52,3.12,23.0,191.0,Lux,349,54326,0.47,0.6,2.0,10.0,177.0,Jax,Udyr,Yasuo,Vladimir,Lulu,1
129,Ornn,394,89919,0.5,0.63,4.37,54.0,340.0,Nocturne,281,181660,0.5,0.46,3.29,52.0,639.0,Ahri,172,60519,0.49,0.41,2.24,99.0,722.0,Ezreal,933,772694,0.49,0.49,2.14,131.0,1591.0,Zilean,604,353060,0.49,0.46,3.51,128.0,1089.0,Gangplank,Mordekaiser,Aatrox,Lucian,Lux,0
130,Heimerdinger,122,394324,0.5,0.52,1.43,526.0,561.0,Skarner,492,20220,0.52,0.5,2.26,10.0,341.0,Vex,266,50847,0.5,0.6,3.67,45.0,341.0,KogMaw,519,15127,0.5,0.5,3.06,4.0,770.0,Lulu,316,68779,0.59,0.75,4.46,24.0,108.0,Jhin,Zac,Gangplank,Urgot,Sylas,1
131,Jax,386,347916,0.52,0.49,1.66,82.0,163.0,Olaf,67,130962,0.55,0.58,2.37,175.0,300.0,Diana,70,126454,0.52,0.67,2.93,46.0,90.0,Jinx,47,29791,0.56,0.6,3.92,47.0,134.0,Leona,64,7264,0.51,0.71,2.56,7.0,247.0,Camille,MonkeyKing,Vladimir,Nilah,Sylas,1
132,Camille,347,562378,0.5,0.52,1.59,513.0,674.0,Vi,624,1267905,0.48,0.48,2.55,85.0,577.0,Fizz,99,23698,-1.0,0.0,0.0,0.0,-1.0,Jhin,82,268537,0.52,0.57,3.32,230.0,297.0,Nami,192,18319,0.45,0.18,3.15,11.0,309.0,Gangplank,FiddleSticks,Akshan,Swain,Senna,1
133,Camille,680,89771,0.5,0.58,1.95,62.0,608.0,Zac,181,86563,0.5,0.64,3.55,33.0,154.0,Qiyana,224,780652,0.52,0.52,2.2,665.0,847.0,Zeri,462,78001,0.47,0.52,2.73,130.0,254.0,Senna,273,76333,0.58,0.63,3.26,92.0,220.0,Ornn,Graves,Viktor,Samira,Swain,1
134,Vladimir,472,131653,0.49,0.5,2.23,14.0,286.0,LeeSin,218,23484,0.51,0.4,3.01,25.0,378.0,Taliyah,311,1251,0.51,0.5,2.29,2.0,646.0,Sivir,312,14160,0.51,0.55,4.06,11.0,406.0,Ashe,350,17765,0.52,0.5,2.1,6.0,734.0,Teemo,Kayn,Orianna,Jhin,Senna,0
135,Riven,44,124957,0.53,0.59,1.94,135.0,152.0,Volibear,410,9301,0.55,0.6,2.49,5.0,99.0,Xerath,362,912634,0.5,0.6,6.14,95.0,771.0,Caitlyn,628,529024,0.49,0.45,2.56,143.0,1291.0,Yuumi,253,38949,0.56,0.5,3.0,6.0,227.0,Garen,Qiyana,Yasuo,Kaisa,Renata,0
136,Teemo,624,1439112,0.5,0.55,2.61,269.0,1640.0,Qiyana,218,27376,0.51,0.56,2.9,16.0,378.0,Malphite,358,65246,0.52,0.0,1.93,2.0,361.0,Shen,356,145,0.51,0.0,1.11,1.0,325.0,Warwick,472,19403,0.52,0.5,1.59,2.0,565.0,Camille,Hecarim,Sylas,Kaisa,Yuumi,0
137,Jax,422,1910802,0.52,0.55,1.77,452.0,544.0,Qiyana,218,27376,0.51,0.56,2.9,16.0,378.0,Azir,80,59030,0.51,0.46,2.66,79.0,590.0,Kalista,303,36258,-1.0,0.0,0.0,0.0,-1.0,Thresh,626,136455,0.5,0.45,2.94,38.0,1729.0,Teemo,Khazix,Renekton,Draven,Renata,0
138,Shen,163,282263,0.53,0.52,3.14,164.0,321.0,Qiyana,218,27376,0.51,0.56,2.9,16.0,378.0,Viktor,445,710488,0.54,0.55,2.63,119.0,136.0,Sivir,478,320002,0.5,0.63,2.54,105.0,596.0,Ashe,254,13165,0.5,0.59,3.25,17.0,491.0,Illaoi,FiddleSticks,Azir,Nilah,Senna,1
139,Sylas,395,732495,0.51,0.53,2.71,554.0,850.0,Qiyana,218,27376,0.51,0.56,2.9,16.0,378.0,Ryze,372,1338390,0.5,0.52,2.27,1027.0,1705.0,Twitch,192,16939,0.5,0.46,2.35,13.0,254.0,Vex,507,75625,0.51,0.42,2.2,125.0,875.0,Olaf,Shaco,Viktor,Jhin,Leona,0
140,Teemo,266,125579,0.52,0.5,1.46,4.0,190.0,LeeSin,218,23484,0.51,0.4,3.01,25.0,378.0,Anivia,43,68816,0.54,0.5,1.4,123.0,140.0,Twitch,362,77018,0.53,0.37,2.19,30.0,414.0,Nami,207,12318,0.54,0.25,2.95,4.0,331.0,Garen,Viego,Zoe,Sivir,Alistar,1
141,Cassiopeia,41,34303,0.58,0.55,2.75,58.0,98.0,Qiyana,218,27376,0.51,0.56,2.9,16.0,378.0,Zed,230,105901,0.51,0.5,2.0,105.0,649.0,Sivir,559,62642,0.5,0.44,3.0,9.0,970.0,Lux,233,26134,0.53,0.25,2.75,8.0,240.0,Gragas,LeeSin,Pantheon,Caitlyn,Nami,1
142,Kled,65,37943,0.53,0.61,3.07,56.0,530.0,Diana,190,44760,0.52,0.5,2.57,58.0,434.0,Zed,196,71420,0.52,0.55,2.41,44.0,622.0,Jinx,446,237402,0.5,0.5,2.37,34.0,533.0,Nautilus,337,56341,-1.0,0.0,0.0,0.0,-1.0,Gnar,Sylas,Riven,Jhin,Karma,1
143,Vayne,783,427834,0.49,0.52,1.98,126.0,1831.0,Poppy,407,26731,0.52,0.5,2.12,6.0,509.0,Veigar,127,5410,0.51,0.8,1.37,5.0,142.0,Kaisa,411,16997,0.56,1.0,2.29,1.0,57.0,Lulu,201,77934,0.49,0.52,3.39,27.0,220.0,Lucian,Diana,Sylas,Twitch,Leona,1
144,Kennen,318,11203,0.51,0.47,2.0,15.0,669.0,Gangplank,217,46118,0.51,0.54,2.08,48.0,378.0,Viego,39,48244,0.55,0.58,3.18,76.0,170.0,Nilah,197,41799,0.48,0.62,2.89,65.0,464.0,Renata,134,51848,0.52,0.55,2.89,85.0,1172.0,Urgot,Sylas,Talon,Ezreal,Lulu,1
145,Mordekaiser,631,146267,0.49,0.44,1.33,110.0,678.0,Trundle,373,25953,0.49,0.55,3.04,11.0,117.0,Gangplank,138,54497,0.49,0.4,1.39,5.0,103.0,MissFortune,257,92992,0.52,0.68,3.51,81.0,625.0,Zyra,221,1394585,0.37,0.38,1.82,48.0,60.0,Riven,Khazix,Orianna,Nilah,Xerath,0
146,Sett,256,133431,0.51,0.6,2.13,101.0,664.0,Hecarim,282,123800,0.52,0.46,2.76,126.0,618.0,Viktor,89,116045,0.54,0.65,2.47,17.0,303.0,Ezreal,59,18648,0.61,0.64,3.86,25.0,243.0,Ashe,90,14343,0.49,0.0,2.0,1.0,124.0,Aatrox,Kayn,Leblanc,Jhin,Zilean,0
147,Sett,316,283179,0.53,0.57,1.68,110.0,164.0,Volibear,385,11304,0.49,0.5,3.19,10.0,233.0,Viktor,272,6968,0.57,0.5,2.61,4.0,83.0,Kalista,103,26520,0.56,0.49,2.8,43.0,510.0,Heimerdinger,54,12276,0.57,0.71,3.53,17.0,96.0,Fiora,Viego,Vex,Sivir,Xerath,0
148,Irelia,132,14599,0.6,0.65,2.56,17.0,65.0,Vi,371,278383,0.56,0.59,3.23,99.0,395.0,Morgana,216,170595,0.52,0.65,2.88,17.0,182.0,Caitlyn,416,102866,0.5,0.35,1.34,20.0,1145.0,Seraphine,89,10157,0.49,1.0,6.96,7.0,124.0,TahmKench,Viego,Sylas,Soraka,Ashe,1
149,Irelia,303,713092,0.64,0.75,2.95,36.0,50.0,Graves,289,579869,0.47,0.49,2.74,265.0,348.0,Lux,246,203788,0.49,0.47,3.09,95.0,494.0,Aphelios,440,174458,0.51,0.49,2.03,178.0,795.0,Xerath,89,55891,0.49,0.57,4.19,62.0,124.0,Yasuo,MasterYi,LeeSin,Teemo,Ashe,0
150,Poppy,671,553459,0.5,0.5,2.95,12.0,265.0,Rengar,467,479793,0.54,0.55,2.24,648.0,811.0,Leblanc,228,11648,0.51,1.0,3.0,1.0,594.0,Caitlyn,407,207161,0.49,0.51,2.36,120.0,792.0,Janna,529,25505,0.52,0.47,2.97,15.0,769.0,Sejuani,Trundle,Pantheon,Draven,Xerath,1
151,Sejuani,63,5021,0.56,0.56,2.54,9.0,212.0,Kayn,415,62155,0.52,0.51,2.26,45.0,400.0,Zeri,391,70322,0.5,0.54,3.65,109.0,683.0,Jhin,451,1105546,0.53,0.54,3.55,162.0,228.0,Ashe,644,12099,0.49,0.15,1.59,13.0,698.0,Akali,Poppy,Darius,Draven,Xerath,0
